2.8,-1.2
3.9,-0.7
4.8,-0.2
5.5,0.2
5.8,0.6
5.9,1.1
5.7,1.6
5.2,2.1
4.5,2.7
3.6,3.2
2.7,3.8
1.6,4.3
0.6,4.7
-0.4,5.1
-1.3,5.4
-2,5.7
-2.6,6
-2.9,6.2
-3.1,6.5
-3.1,6.8
-3,7.1
-2.7,7.4
-2.3,7.6
-1.9,7.7
-1.4,7.7
-1.1,7.5
-0.7,7.3
-0.4,7
-0.2,6.7
-0.1,6.5
0,6.4
0,6.4
0.1,6.5
0.2,6.6
0.3,6.8
0.5,6.9
0.8,7
1,7
1.3,6.9
1.6,6.7
1.8,6.4
1.9,5.9
1.9,5.3
1.9,4.6
1.8,3.6
1.6,2.5
1.5,1.3
1.3,0
1.3,-1.2
1.3,-2.4
1.4,-3.6
1.6,-4.5
1.9,-5.2
2.1,-5.7
2.2,-5.9
2.2,-6
2.2,-5.8
2,-5.5
1.8,-5.1
1.6,-4.6
1.4,-3.9
1.2,-3.2
1.1,-2.5
1.1,-1.7
1.2,-1
1.3,-0.2
1.3,0.4
1.3,0.9
1.2,1.1
1,1
0.7,0.7
0.4,0.2
0,-0.5
-0.3,-1.2
-0.6,-2
-0.9,-2.8
-1.1,-3.4
-1.3,-4
-1.5,-4.4
-1.7,-4.8
-1.9,-5
-2.1,-5.1
-2.4,-5.2
-2.7,-5.1
-3,-4.9
-3.2,-4.5
-3.4,-4.1
-3.5,-3.6
-3.5,-3
-3.5,-2.6
-3.4,-2.2
-3.5,-2
-3.5,-1.9
-3.4,-1.8
-3.3,-1.6
-3.1,-1.4
-2.8,-1.1
-2.6,-0.7
-2.3,-0.2
-2,0.2
-1.7,0.6
-1.5,0.9
-1.3,1.2
-1.2,1.4
-1.1,1.6
-1.2,1.7
-1.3,1.8
-1.5,1.8
-1.7,1.8
-2.1,1.6
-2.4,1.2
-2.7,0.7
-3,0
-3.3,-0.8
-3.5,-1.6
-3.5,-2.3
-3.5,-3
-3.4,-3.5
-3.1,-3.8
-2.7,-3.9
-2.2,-3.9
-1.6,-3.7
-0.9,-3.5
-0.2,-3.2
0.7,-2.8
1.5,-2.4
2.3,-2
2.9,-1.6
3.5,-1.1
3.8,-0.7
3.9,-0.3
3.8,0.1
3.5,0.4
3.1,0.7
2.6,1
2,1.3
1.4,1.7
0.7,2.2
0,2.7
-0.6,3.3
-1.1,3.9
-1.4,4.5
-1.5,5.1
-1.4,5.5
-1.1,5.9
-0.8,6.1
-0.2,6.2
0.4,6.3
1.3,6.3
2.2,6.2
3.2,6.1
4.1,5.9
4.9,5.6
5.5,5.2
5.9,4.6
5.9,4
5.8,3.4
5.4,2.7
4.8,2.1
4.1,1.6
3.2,1
2.4,0.5
1.5,0.1
0.7,-0.2
0,-0.6
-0.7,-1.1
-1.4,-1.5
-2,-2
-2.2,-2.4
-1.8,-2.7
-0.4,-2.8
2.2,-2.7
6.1,-2.3
11.5,-1.6
18.2,-0.7
26.2,0.5
35.2,1.9
45.2,3.3
55.6,4.7
66.4,6.2
77.1,7.4
87.6,8.5
97.5,9.3
106.6,9.8
114.9,10
122.2,10.1
128.5,10
133.7,9.9
138,9.8
141.2,9.8
143.6,10.1
145,10.7
145.8,11.8
145.8,13.2
145.3,15.1
144.3,17.4
142.8,20.1
140.8,23.1
138.4,26.3
135.5,29.9
132.1,33.7
128.2,37.7
124,41.8
119.3,46
114.3,50.2
108.9,54.1
103.2,57.7
97.3,60.8
91,63.5
84.5,65.7
77.6,67.4
70.3,68.4
62.5,68.8
54.3,68.6
45.7,67.7
36.6,66.2
27.2,64.1
17.6,61.4
7.8,58.3
-2,54.7
-11.9,50.7
-21.7,46.3
-31.5,41.6
-41.1,36.7
-50.6,31.6
-60,26.4
-69.1,21.3
-78.1,16.1
-86.8,11.1
-95.2,6.1
-103.4,1.1
-111.3,-3.7
-119,-8.4
-126.4,-13
-133.5,-17.4
-140.4,-21.6
-147.2,-25.7
-153.7,-29.6
-160,-33.4
-166.1,-37.1
-171.9,-40.7
-177.3,-44.2
-182.4,-47.6
-187.1,-50.8
-191.4,-54
-195.4,-57
-198.9,-59.6
-201.9,-62
-204.4,-64
-206.3,-65.7
-207.8,-67.2
-208.9,-68.5
-209.4,-69.6
-209.4,-70.4
-209.1,-71.1
-208.3,-71.6
-207.1,-72
-205.5,-72.3
-203.6,-72.5
-201.4,-72.7
-198.8,-72.9
-195.9,-73.1
-192.7,-73.3
-189.3,-73.5
-185.7,-73.6
-181.9,-73.6
-178,-73.4
-173.9,-73.2
-169.6,-72.8
-165.3,-72.2
-160.9,-71.6
-156.4,-70.8
-151.9,-69.8
-147.3,-68.9
-142.8,-67.9
-138.2,-66.9
-133.5,-65.8
-128.6,-64.6
-123.4,-63.4
-118.2,-62.2
-112.9,-60.9
-107.6,-59.6
-102.3,-58.2
-97.2,-56.7
-92.1,-55.2
-87,-53.5
-82,-51.8
-77,-49.9
-71.9,-48
-66.8,-45.9
-61.6,-43.8
-56.4,-41.6
-51.1,-39.4
-45.9,-37.2
-40.6,-34.9
-35.4,-32.6
-30.3,-30.4
-25.2,-28.2
-20.1,-26.2
-15.1,-24.3
-10.2,-22.4
-5.3,-20.7
-0.5,-19
4.1,-17.3
8.6,-15.7
12.8,-14.2
16.9,-12.6
20.9,-11
24.9,-9.3
28.8,-7.6
32.7,-5.8
36.6,-4
40.4,-2.3
44.3,-0.5
48.2,1.2
52.2,2.9
56.1,4.7
59.9,6.3
63.5,8
66.9,9.5
70.2,10.9
73.2,12.3
76.2,13.7
79,15.1
81.7,16.5
84.3,17.9
86.9,19.2
89.3,20.4
91.6,21.5
93.7,22.5
95.6,23.4
97.3,24.1
98.9,24.7
100.5,25.3
102,25.9
103.6,26.4
105.2,27
106.9,27.7
108.6,28.3
110.4,29
112.2,29.8
113.9,30.6
115.6,31.4
117.1,32.3
118.3,33.2
119.4,34
120.2,34.8
120.6,35.5
120.8,36.1
120.7,36.6
120.3,37.2
119.6,37.7
118.8,38.3
117.8,38.9
116.7,39.6
115.5,40.4
114.2,41.3
112.8,42.1
111.3,42.9
109.8,43.6
108.4,44.2
107.2,44.7
106.1,44.9
105.1,44.9
104.2,44.6
103.5,44.1
102.9,43.5
102.3,42.8
101.9,42
101.4,41.3
100.9,40.5
100.2,39.8
99.3,39.1
98.2,38.3
96.9,37.5
95.3,36.7
93.6,35.9
91.6,35.1
89.6,34.3
87.5,33.6
85.5,33.1
83.7,32.6
82,32.4
80.6,32.4
79.4,32.5
78.3,32.7
77.4,33.1
76.5,33.5
75.7,33.9
75,34.2
